u,component,eq83_from_laurent,action_minus,action_plus,scaled_err_minus,scaled_err_plus
0.6224456114028507,M11_0,-0.35448044780378896,-0.35448044781165006,-0.35448044781165006,7.861100659312115e-12,7.861100659312115e-12
0.6224718679669917,M11_0,-0.35445009105487524,-0.3544500910599581,-0.3544500910599581,5.082878562490123e-12,5.082878562490123e-12
0.6224981245311327,M11_0,-0.35441966929064905,-0.35441966926062846,-0.35441966926062846,3.0020597119317927e-11,3.0020597119317927e-11
0.6225243810952737,M11_0,-0.3543891842371847,-0.3543891842492693,-0.3543891842492693,1.2084611089591135e-11,1.2084611089591135e-11
0.6225506376594149,M11_0,-0.3543586349473903,-0.35435863496219344,-0.35435863496219344,1.4803158698839525e-11,1.4803158698839525e-11
0.6225768942235559,M11_0,-0.3543280203590993,-0.3543280203592494,-0.3543280203592494,1.500466417780899e-13,1.500466417780899e-13
0.6226031507876969,M11_0,-0.35429733951557096,-0.35429733949932907,-0.35429733949932907,1.6241896716451265e-11,1.6241896716451265e-11
0.6226294073518379,M11_0,-0.35426659136194893,-0.35426659135728644,-0.35426659135728644,4.6624926142158074e-12,4.6624926142158074e-12
0.6226556639159789,M11_0,-0.35423577499485126,-0.3542357749948601,-0.3542357749948601,8.826273045769994e-15,8.826273045769994e-15
0.62268192048012,M11_0,-0.3542048893585812,-0.35420488936276506,-0.35420488936276506,4.1838754682999024e-12,4.1838754682999024e-12
0.6227081770442611,M11_0,-0.35417393328094227,-0.3541739333007885,-0.3541739333007885,1.9846235765896836e-11,1.9846235765896836e-11
0.6227344336084021,M11_0,-0.35414290854875646,-0.35414290853248026,-0.35414290853248026,1.6276202607912182e-11,1.6276202607912182e-11
0.6227606901725431,M11_0,-0.3541118184633895,-0.35411181847593476,-0.35411181847593476,1.2545242622508113e-11,1.2545242622508113e-11
0.6227869467366841,M11_0,-0.35408066476557487,-0.3540806647641543,-0.3540806647641543,1.420585871159119e-12,1.420585871159119e-12
0.6228132033008252,M11_0,-0.35404944763268476,-0.3540494476280617,-0.3540494476280617,4.623079696841614e-12,4.623079696841614e-12
0.6228394598649662,M11_0,-0.3540181677865928,-0.3540181677708712,-0.3540181677708712,1.5721590695960685e-11,1.5721590695960685e-11
0.6228657164291073,M11_0,-0.35398682576078033,-0.3539868257571576,-0.3539868257571576,3.622713240503117e-12,3.622713240503117e-12
0.6228919729932483,M11_0,-0.35395542220155635,-0.3539554222340459,-0.3539554222340459,3.248956659263058e-11,3.248956659263058e-11
0.6229182295573893,M11_0,-0.3539239575319175,-0.3539239575091241,-0.3539239575091241,2.2793433807066776e-11,2.2793433807066776e-11
0.6229444861215304,M11_0,-0.3538924334912723,-0.3538924334804886,-0.3538924334804886,1.0783707260486608e-11,1.0783707260486608e-11
0.6229707426856714,M11_0,-0.3538608525337234,-0.3538608525647249,-0.3538608525647249,3.100147916157425e-11,3.100147916157425e-11
0.6229969992498124,M11_0,-0.3538292156169853,-0.35382921560723174,-0.35382921560723174,9.753586827088156e-12,9.753586827088156e-12
0.6230232558139535,M11_0,-0.3537975218550986,-0.35379752186534463,-0.35379752186534463,1.0246026249660645e-11,1.0246026249660645e-11
0.6230495123780945,M11_0,-0.35376577093607964,-0.3537657709382518,-0.3537657709382518,2.1721513476791188e-12,2.1721513476791188e-12
